Vendor_ID,Vendor_Name,Vendor_Category,Years_In_Business,Total_Orders,Delivered_Orders,Returned_Orders,Delayed_Orders,Disputed_Orders,Avg_Delivery_Days,Rating,Product_Quality_Score,Response_Time_Hours,Refund_Rate,Contract_Value,Risk_Level
V7473,Vendor_156_Inc,Textiles,10,2591,1536,317,865,144,8,2.08,1.0,57.0,0.0481,243764.0,high
V3746,Vendor_495_Co,Raw Materials,26,3499,3279,1545,444,2803,26,4.82,4.0,63.0,0.2819,375315.0,low
V5412,Vendor_711_Corp,Machinery,7,218,62,45,21,7,30,2.7,2.0,32.0,0.1708,465558.0,high
V5756,Vendor_874_Ltd,Office Supplies,20,4888,4128,4011,768,3498,5,3.69,8.0,62.0,0.2256,205256.0,
V3208,Vendor_920_Ltd,Food & Beverage,11,4049,338,210,35,232,8,4.03,10.0,43.0,0.0777,111123.0,YES
V6295,Vendor_319_Co,IT Hardware,17,3632,710,259,451,209,29,3.49,10.0,16.0,0.108,448777.0,0
V6610,Vendor_534_LLC,Chemicals,7,850,162,19,113,142,13,2.21,6.0,47.0,0.2473,45452.0,0
V6199,Vendor_474_Ltd,Food & Beverage,8,698,674,440,342,125,24,2.57,7.0,10.0,0.0145,73286.0,
V3909,Vendor_284_Co,Office Supplies,4,4610,1946,1267,340,1900,21,4.87,1.0,,0.0353,184680.0,Low 
V1231,Vendor_375_Ltd,Textiles,1,3632,1783,33,919,1463,2,3.01,10.0,31.0,0.2218,307142.0,Low Risk
V6911,Vendor_222_Inc,Office Supplies,1,4907,4881,63,3816,3258,28,4.33,6.0,5.0,0.2987,116675.0,
V7456,Vendor_147_Co,Packaging,5,3557,1576,820,515,984,1,3.5,6.0,18.0,0.1758,163975.0,Low
V2859,Vendor_438_Ltd,Chemicals,10,4402,1684,1206,828,1629,8,4.22,3.0,71.0,0.1585,475305.0,0 
V3703,Vendor_721_Ltd,Office Supplies,2,4876,3954,2885,126,1766,4,2.99,4.0,53.0,0.2092,379555.0,NO
V9562,Vendor_650_LLC,Food & Beverage,27,3273,2533,892,225,2097,22,2.1,10.0,9.0,0.2498,353482.0,Low Risk
V2992,Vendor_132_LLC,Electronics,2,4793,968,335,764,503,1,4.5,1.0,16.0,0.1516,486842.0,low
V9653,Vendor_249_LLC,Machinery,27,2399,1621,893,295,562,2,3.93,5.0,17.0,0.2227,418644.0,1
V4638,Vendor_622_Ltd,Electronics,19,4881,2908,2768,1501,1508,16,4.85,2.0,,0.1989,84323.0,0
V9354,Vendor_195_Co,Machinery,29,3231,2962,63,283,2200,27,3.86,8.0,40.0,0.0132,64185.0,1
V9372,Vendor_939_Corp,Electronics,5,3915,2779,2335,2215,1098,26,2.01,4.0,22.0,0.2565,272844.0,low
V6936,Vendor_321_Co,Office Supplies,1,4706,4282,305,3266,3537,21,4.84,2.0,38.0,0.2762,421424.0,0
V1500,Vendor_249_Inc,Automotive,23,4170,335,15,264,110,30,3.6,8.0,54.0,0.0885,203670.0,1
V9315,Vendor_210_LLC,Food & Beverage,15,3388,2847,678,2829,960,12,3.61,4.0,4.0,0.2778,273939.0,High Risk
V9598,Vendor_837_Co,Electronics,18,2640,959,424,796,562,19,3.3,4.0,41.0,0.2739,,1
V5762,Vendor_270_LLC,Office Supplies,14,4630,3264,417,3116,596,4,3.2,4.0,32.0,0.119,216473.0,0
V3686,Vendor_514_Corp,Raw Materials,1,49,21,19,17,18,22,2.89,5.0,63.0,0.2232,217276.0,YES
V4061,Vendor_871_Inc,Textiles,22,1389,486,486,230,418,9,4.31,7.0,2.0,0.0882,399475.0,
V7072,Vendor_486_LLC,Office Supplies,12,1264,722,126,678,0,30,4.85,3.0,32.0,0.0557,307107.0,Low 
V1890,Vendor_802_Co,Machinery,11,3174,994,975,919,980,15,2.4,9.0,4.0,0.2834,50540.0,
V8084,Vendor_910_Ltd,Raw Materials,18,3108,792,752,34,257,21,4.74,1.0,30.0,0.2397,485597.0,0
V5219,Vendor_958_Corp,Packaging,4,3174,894,180,830,723,2,4.41,3.0,53.0,0.1083,121827.0,High Risk
V9345,Vendor_776_Co,Chemicals,30,98,88,53,49,55,7,4.47,2.0,56.0,0.0961,314214.0,High Risk
V4602,Vendor_476_Ltd,Food & Beverage,5,3593,1642,728,1617,395,6,2.87,9.0,27.0,0.1867,494291.0,High Risk
V8586,Vendor_903_Corp,Packaging,5,137,100,25,16,94,28,4.72,2.0,TBD,0.1825,135827.0,
V8319,Vendor_871_Inc,Packaging,10,2042,13,4,6,3,19,4.17,1.0,34.0,0.1961,364210.0,1
V2707,Vendor_729_Co,Automotive,21,489,0,0,0,0,30,3.71,10.0,Slow,0.2085,21818.0,low
V2393,Vendor_516_Inc,Electronics,18,2128,120,99,91,77,4,2.21,7.0,34.0,0.2568,396112.0,
V6114,Vendor_826_LLC,Chemicals,2,1404,1127,705,917,46,25,4.18,3.0,43.0,0.1027,153228.0,high
V9975,Vendor_453_Inc,Office Supplies,1,3214,2134,701,964,1483,3,2.0,2.0,47.0,0.2036,159721.0,
V6469,Vendor_245_Co,Machinery,28,628,161,39,142,103,24,4.18,9.0,21.0,0.0309,26804.0,high
V1806,Vendor_303_Ltd,Automotive,15,1258,464,331,406,165,4,2.97,7.0,69.0,TBD,390889.0,0
V5613,Vendor_219_Co,Machinery,29,3455,55,24,48,54,8,-5.0,8.0,43.0,0.1004,34266.0,Low
V1265,Vendor_664_Corp,Chemicals,22,3376,3118,2187,1215,1883,12,2.11,3.0,28.0,0.2923,374914.0,High Risk
V6848,Vendor_982_Corp,Packaging,9,3888,1037,74,391,585,4,4.4,7.0,52.0,0.223,470047.0,high
V7494,Vendor_686_Inc,Chemicals,12,2964,1156,406,1008,35,28,3.78,6.0,56.0,0.2196,63253.0,High
V6854,Vendor_453_Corp,Packaging,4,4399,1348,1302,482,1139,1,4.33,10.0,32.0,0.2681,212891.0,high
V2906,Vendor_479_Ltd,Food & Beverage,9,2483,1038,681,973,1035,16,4.85,4.0,17.0,0.201,204421.0,Low Risk
V8656,Vendor_374_Co,IT Hardware,28,4238,1528,1181,1022,436,25,4.72,10.0,8.0,0.1567,191984.0,low
V3385,Vendor_118_Co,IT Hardware,3,3142,27,25,6,23,11,4.43,2.0,43.0,0.1728,179387.0,high
V2857,Vendor_280_Ltd,Textiles,12,4453,3488,2142,3133,1375,6,3.66,3.0,70.0,0.1308,150436.0,YES
V6166,Vendor_914_LLC,Chemicals,8,2069,995,295,699,692,27,3.2,1.0,11.0,0.1465,29863.0,High Risk
V3833,Vendor_305_LLC,IT Hardware,23,4014,313,61,228,25,6,2.23,6.0,28.0,0.1414,468790.0,0
V6405,Vendor_142_Co,Packaging,11,3321,482,330,434,389,4,2.28,9.0,3.0,0.2588,103069.0,0
V5704,Vendor_990_LLC,Textiles,10,579,227,110,99,148,7,4.9,6.0,25.0,0.0252,161554.0,NO
V9667,Vendor_489_Ltd,Chemicals,21,4115,2561,733,2105,883,15,2.06,,66.0,0.2444,127106.0,high
V8891,Vendor_906_Corp,Chemicals,1,1777,909,861,95,358,13,3.82,5.0,64.0,0.0361,76053.0,1
V8119,Vendor_605_Corp,Chemicals,30,2673,2413,623,2147,1598,19,2.23,7.0,51.0,0.1671,367015.0,0
V6129,Vendor_966_LLC,Textiles,25,3849,2959,1889,1395,351,23,3.25,8.0,58.0,0.2559,16783.0,Low
V6859,Vendor_108_Corp,Machinery,27,86,86,44,85,43,22,2.58,1.0,19.0,0.2339,255439.0,1
V9308,Vendor_759_LLC,Packaging,20,1562,291,114,211,84,20,2.99,6.0,11.0,0.0289,400172.0,High
V4264,Vendor_160_LLC,IT Hardware,15,1115,526,296,413,213,8,4.49,10.0,44.0,0.1759,330305.0,NO
V6565,Vendor_906_Corp,Office Supplies,21,1802,407,284,121,298,15,3.68,3.0,50.0,0.0605,355451.0,1
V7176,Vendor_724_Co,IT Hardware,22,4789,3343,724,774,1412,27,2.46,10.0,71.0,0.0744,169095.0,
V8734,Vendor_645_Ltd,Chemicals,19,1293,1233,964,21,376,4,2.69,4.0,15.0,0.2328,208449.0,
V1025,Vendor_427_Ltd,Electronics,11,1078,805,425,245,321,19,4.27,8.0,65.0,,,high
V6825,Vendor_885_Co,Textiles,20,3562,3039,104,546,2173,21,4.89,7.0,2.0,0.2564,220752.0,1
V3146,Vendor_223_Ltd,Electronics,30,905,295,232,291,68,21,4.34,10.0,6.0,0.2143,28427.0,0
V8000,Vendor_135_Co,IT Hardware,29,2285,316,131,306,259,11,4.44,1.0,37.0,0.1792,420658.0,YES
V7915,Vendor_101_Inc,Packaging,14,4705,2352,1754,2067,2340,15,,3.0,19.0,0.2323,159588.0,
V8079,Vendor_397_LLC,Automotive,9,4544,2574,552,2426,1962,21,4.58,7.0,71.0,0.0952,310716.0,0
V6737,Vendor_884_Ltd,Raw Materials,5,2370,1594,1108,916,220,6,2.02,7.0,55.0,0.2153,236143.0,1
V5741,Vendor_116_Inc,IT Hardware,25,1213,652,223,161,275,19,4.58,5.0,64.0,0.2665,312063.0,
V8394,Vendor_353_LLC,Office Supplies,29,2043,310,208,240,81,14,2.38,8.0,55.0,0.1317,228759.0,Low Risk
V1002,Vendor_283_Ltd,Textiles,26,968,494,409,40,395,21,2.74,1.0,7.0,0.0334,409622.0,YES
V6119,Vendor_460_Corp,IT Hardware,17,2906,2725,1732,210,1178,7,2.46,8.0,29.0,0.2542,184560.0,High Risk
V3677,Vendor_873_LLC,Textiles,16,1294,177,166,142,7,19,4.91,1.0,53.0,0.1998,216972.0,NO
V3437,Vendor_160_Co,Packaging,21,3781,2691,556,1321,776,19,3.93,3.0,69.0,0.0803,296713.0,High Risk
V9612,Vendor_781_Corp,Food & Beverage,5,1038,527,277,215,367,8,4.34,2.0,64.0,0.1039,133885.0,0
V4462,Vendor_237_Inc,Textiles,16,3687,144,71,59,25,26,3.21,,65.0,0.0243,422457.0,low
V4291,Vendor_498_Inc,Raw Materials,26,32,18,1,15,18,17,6.0,6.0,51.0,0.2359,94550.0,high
V9948,Vendor_302_Corp,Food & Beverage,13,1608,739,534,52,374,27,3.63,1.0,41.0,0.0753,72180.0,high
V3613,Vendor_199_Corp,Packaging,7,10,4,3,3,4,21,2.57,7.0,48.0,,219883.0,YES
V6139,Vendor_528_LLC,Textiles,23,268,56,12,1,28,7,3.23,10.0,61.0,0.2618,386790.0,NO
V2893,Vendor_609_Co,Office Supplies,27,2652,1968,795,1117,22,20,3.92,3.0,55.0,0.152,286018.0,NO
V6099,Vendor_626_LLC,Automotive,27,470,268,10,51,235,7,3.28,3.0,67.0,0.2955,115987.0,0
V4213,Vendor_282_Inc,IT Hardware,14,3560,2506,1569,1527,1560,26,,8.0,56.0,TBD,73800.0,1
V6423,Vendor_496_LLC,Machinery,11,4595,591,213,483,553,-1,4.59,6.0,9.0,0.0488,11032.0,High
V8366,Vendor_856_Corp,Food & Beverage,26,3355,119,43,29,73,23,3.77,7.0,52.0,0.2042,63387.0,low
V6887,Vendor_330_LLC,Automotive,10,790,321,124,114,138,27,2.63,10.0,18.0,0.1252,238872.0,High Risk
V9346,Vendor_325_LLC,Food & Beverage,27,2345,1756,689,618,846,11,4.66,1.0,1.0,0.1863,480910.0,
V9330,Vendor_661_Corp,Chemicals,19,4780,653,605,426,623,28,4.08,2.0,71.0,0.1948,36134.0,low
V3014,Vendor_950_LLC,Automotive,9,4385,572,307,91,404,29,3.3,10.0,65.0,0.2872,167882.0,YES
V1799,Vendor_904_Ltd,Packaging,17,481,283,111,240,16,14,4.07,10.0,24.0,0.0633,385794.0,
V7242,Vendor_830_Co,Electronics,12,1784,835,256,440,188,10,,3.0,N/A,,411179.0,Low Risk
V1922,Vendor_246_Ltd,IT Hardware,19,4907,380,312,166,312,1,,4.0,51.0,0.1814,36651.0,
V9710,Vendor_367_Corp,Electronics,25,355,210,178,190,203,11,2.27,7.0,27.0,0.1713,192922.0,1
V3187,Vendor_760_Inc,Chemicals,12,2763,767,389,286,628,24,Excellent,6.0,18.0,0.0762,201187.0,1
V3099,Vendor_947_LLC,Food & Beverage,9,1107,208,60,51,68,23,2.67,7.0,19.0,0.248,72241.0,1
V2683,Vendor_414_LLC,Automotive,19,2200,867,472,472,18,6,4.17,5.0,38.0,0.1211,168157.0,High Risk
V9929,,Electronics,25,3726,3383,1439,2737,3172,30,10.0,,10.0,0.161,300677.0,Low
V9154,Vendor_505_Corp,Office Supplies,24,3088,313,190,185,4,23,4.78,TBD,32.0,0.2608,115922.0,0
V6769,Vendor_737_Co,Office Supplies,28,1641,923,903,126,490,22,3.47,2.0,10.0,0.271,236906.0,
V6518,Vendor_710_Inc,Electronics,7,1696,1173,849,466,526,18,3.69,6.0,37.0,,229316.0,
V2377,Vendor_482_Inc,Packaging,3,3782,3707,3560,2345,2084,18,2.94,6.0,48.0,0.0502,223390.0,High
V1009,Vendor_662_Co,Packaging,17,2058,1331,213,179,796,19,3.39,,14.0,0.2635,346661.0,0
V5794,Vendor_396_Co,Chemicals,28,4370,2302,2206,689,1325,17,4.96,2.0,18.0,,412928.0,high
V9627,Vendor_763_Ltd,Automotive,8,664,277,49,30,259,30,2.92,2.0,71.0,0.1526,184810.0,0
V1506,Vendor_789_Co,Office Supplies,16,4174,1044,440,441,107,7,2.69,6.0,20.0,0.1675,316134.0,0
V5805,Vendor_446_Co,IT Hardware,9,4423,3880,3254,2007,1802,4,3.5,4.0,49.0,0.1546,379724.0,0
V4845,Vendor_458_Corp,Raw Materials,17,142,90,69,5,76,15,2.34,2.0,31.0,0.0612,300035.0,Low
V6848,Vendor_673_Corp,Electronics,25,1334,530,239,48,294,30,3.64,6.0,67.0,0.1064,97671.0,Low
V3081,Vendor_117_Inc,Food & Beverage,26,838,218,170,135,86,22,3.39,3.0,61.0,,390113.0,low
V5709,Vendor_306_LLC,Machinery,7,276,208,138,167,42,22,4.82,4.0,7.0,0.2363,,Low Risk
V9889,Vendor_663_Ltd,Raw Materials,19,1133,943,231,111,372,2,2.86,3.0,,0.1965,,Low
V5838,Vendor_844_Inc,Automotive,21,642,553,189,24,75,20,3.16,10.0,68.0,0.2097,60678.0,
V8496,Vendor_770_LLC,IT Hardware,5,4764,443,435,363,155,15,4.09,5.0,19.0,0.0629,422715.0,NO
V9373,Vendor_409_LLC,Textiles,7,1729,1107,373,291,729,5,3.63,10.0,26.0,0.176,155084.0,High
V4263,Vendor_742_Co,Machinery,17,177,123,102,92,35,15,2.47,8.0,2.0,0.1426,,Low
V4824,Vendor_685_Corp,Textiles,11,2222,1821,213,1216,1562,29,4.89,8.0,57.0,0.2572,488481.0,1
V8650,Vendor_746_Inc,Raw Materials,3,4756,2776,2314,753,2627,14,3.62,7.0,15.0,0.2158,464763.0,high
V9047,Vendor_304_Corp,Office Supplies,28,2154,1066,913,439,584,3,3.36,8.0,12.0,0.2432,444296.0,Low
V2723,Vendor_875_Corp,Food & Beverage,18,2390,1741,1521,1617,495,20,4.54,1.0,62.0,0.1607,303305.0,YES
V9548,Vendor_879_Inc,Textiles,28,291,150,25,72,30,5,2.71,4.0,69.0,0.2525,354346.0,1
V6762,Vendor_737_Corp,Packaging,4,1865,1846,761,690,1267,13,3.31,7.0,10.0,0.1307,217714.0,0
V7614,Vendor_774_Ltd,Packaging,10,638,589,519,115,288,17,2.26,,63.0,0.1896,303536.0,Low Risk
V8833,Vendor_808_Inc,Textiles,27,1430,660,403,462,626,8,2.28,8.0,62.0,0.0201,212421.0,0
V4792,Vendor_260_Inc,Raw Materials,15,858,319,4,175,43,28,3.76,1.0,40.0,,21212.0,High Risk
V4199,Vendor_941_Corp,Textiles,27,543,204,99,143,179,22,2.01,7.0,37.0,0.167,427174.0,YES
V4319,Vendor_243_Inc,IT Hardware,12,2141,399,290,89,260,27,2.29,1.0,55.0,0.266,440246.0,NO
V4501,Vendor_275_Corp,Raw Materials,3,1811,592,289,430,234,20,4.28,8.0,5.0,0.0203,446481.0,1
V9721,Vendor_601_Co,Chemicals,16,2461,2431,1377,2077,2087,27,2.05,6.0,15.0,0.294,307028.0,High
V8340,Vendor_674_Co,Food & Beverage,26,2554,310,32,70,143,9,3.73,9.0,50.0,0.2874,73453.0,YES
V3984,Vendor_332_Inc,Raw Materials,15,1931,1599,269,639,354,21,3.37,3.0,11.0,0.2875,56177.0,low
V3449,Vendor_243_Co,Machinery,4,4334,3099,2769,2601,2169,5,4.14,5.0,19.0,0.21,32273.0,1
V2930,Vendor_794_Ltd,Machinery,20,1159,215,181,83,177,29,4.11,6.0,11.0,0.2037,420185.0,High Risk
V1442,Vendor_755_LLC,Electronics,13,2122,447,326,34,58,1,3.47,4.0,52.0,0.1949,107903.0,0
V3236,Vendor_984_Corp,Chemicals,25,3152,780,613,520,764,26,4.56,6.0,65.0,0.0802,2344.0,High
V4215,Vendor_817_Corp,Office Supplies,24,4309,898,67,431,368,21,4.2,3.0,5.0,0.1902,27585.0,High
V2110,Vendor_683_Inc,Textiles,11,1190,427,151,413,119,24,4.82,5.0,67.0,0.0203,99999999.0,High
V7737,Vendor_459_Ltd,Electronics,6,2049,356,91,211,217,8,2.6,2.0,,0.2904,179128.0,
V3112,Vendor_396_Corp,IT Hardware,2,4137,179,42,153,70,26,4.92,4.0,51.0,0.1485,280167.0,High Risk
V4729,Vendor_655_LLC,Raw Materials,30,3242,2824,1409,1011,1374,17,2.32,9.0,72.0,0.1225,440558.0,High
V6196,Vendor_871_Inc,Textiles,3,789,425,370,154,140,18,4.32,8.0,7.0,0.118,366144.0,low
V6537,Vendor_775_Inc,Raw Materials,16,4032,2690,1845,525,938,5,3.38,9.0,38.0,0.1366,313005.0,YES
V1506,Vendor_366_Corp,Chemicals,25,3797,110,65,71,88,30,3.09,1.0,52.0,0.2016,120942.0,high
V9022,Vendor_615_Ltd,IT Hardware,14,112,85,59,12,18,8,2.74,9.0,63.0,0.2278,324110.0,YES
V4409,Vendor_383_Corp,Machinery,4,1806,950,788,641,675,26,2.45,8.0,64.0,0.0529,352347.0,0
V4820,Vendor_439_LLC,Machinery,24,2132,1903,1735,326,307,24,3.81,9.0,17.0,0.1571,280655.0,1
V5766,Vendor_285_Inc,Electronics,3,1373,964,813,375,602,29,4.82,6.0,,0.1093,168427.0,low
V7926,Vendor_941_Corp,Office Supplies,1,4963,675,645,660,621,28,4.27,9.0,20.0,0.1686,214392.0,YES
V1471,Vendor_875_Corp,Textiles,26,3896,1671,1502,729,1326,16,3.28,2.0,66.0,0.1486,209733.0,0
V4306,Vendor_124_Co,Electronics,2,2446,958,211,654,485,19,2.1,3.0,11.0,0.2584,119636.0,Low 
V2886,Vendor_476_LLC,Office Supplies,23,49,1,1,1,1,10,2.54,7.0,49.0,0.0059,305262.0,RISK
V1017,Vendor_272_Co,Chemicals,9,4798,4493,369,1149,3540,5,3.95,1.0,30.0,0.2908,186479.0,High Risk
V2284,Vendor_855_Inc,Textiles,16,138,85,79,38,85,4,2.2,8.0,41.0,0.061,,
V1232,Vendor_633_Corp,Packaging,17,4003,3088,2463,1022,33,18,4.42,10.0,2.0,0.0989,344085.0,High Risk
V6183,Vendor_321_Inc,Electronics,19,2266,2242,1774,1125,265,1,4.01,4.0,45.0,0.2205,40791.0,High Risk
V4717,Vendor_735_Ltd,Office Supplies,9,2584,2391,1567,764,686,23,4.84,5.0,28.0,0.1716,380314.0,NO
V9620,Vendor_922_Inc,Raw Materials,23,2895,2016,1397,30,1076,7,3.94,7.0,13.0,0.0157,326753.0,YES
V6449,Vendor_715_Co,Office Supplies,21,4268,929,603,745,509,7,4.19,5.0,53.0,0.1031,391125.0,High Risk
V9487,Vendor_415_Corp,Chemicals,17,4494,4031,9,365,23,6,4.63,10.0,32.0,0.2597,366301.0,
V7165,Vendor_553_Ltd,Electronics,2,3535,487,196,230,161,6,3.67,5.0,22.0,0.1474,71510.0,
V6343,Vendor_138_Ltd,Textiles,19,947,345,86,10,275,17,4.7,5.0,3.0,0.2088,309275.0,0
V7998,Vendor_494_LLC,Packaging,21,1171,2,0,0,0,10,2.68,7.0,15.0,0.1475,58742.0,1
V6770,Vendor_733_Co,Electronics,6,3496,1775,738,1237,1271,22,2.69,5.0,17.0,0.0699,421536.0,High Risk
V2048,Vendor_944_Ltd,IT Hardware,26,2266,826,7,146,456,8,3.58,10.0,63.0,0.1381,303059.0,0
V9241,Vendor_509_Ltd,Textiles,2,2846,226,43,152,80,8,3.95,1.0,35.0,0.0026,410401.0,NO
V6361,Vendor_464_Co,Food & Beverage,18,3890,1010,228,648,3,5,4.35,6.0,63.0,0.2956,318074.0,High Risk
V1990,Vendor_311_Ltd,Automotive,14,3914,346,28,330,80,9,2.33,2.0,70.0,0.1846,155747.0,low
V7588,Vendor_274_Ltd,IT Hardware,19,1041,311,42,255,182,25,3.14,3.0,4.0,0.1587,332049.0,High
V7771,Vendor_318_Corp,Automotive,3,870,602,541,199,417,25,3.9,3.0,51.0,0.0052,494781.0,low
V8651,Vendor_638_Co,Automotive,10,4173,4082,2933,3710,2631,12,4.56,8.0,46.0,0.1396,305598.0,low
V6573,Vendor_255_Inc,Textiles,27,2650,606,280,183,207,2,2.0,6.0,67.0,0.2513,162952.0,Low Risk
V5953,Vendor_303_Corp,Office Supplies,11,1735,356,330,42,88,17,3.97,4.0,32.0,0.2077,115316.0,high
V4704,Vendor_253_Corp,IT Hardware,15,3748,777,88,181,286,19,4.87,5.0,,0.2431,368146.0,high
V2858,Vendor_957_Co,IT Hardware,26,1793,1009,947,932,821,7,2.44,8.0,51.0,0.1276,476784.0,0
V7622,Vendor_554_Inc,Raw Materials,22,339,262,175,42,233,22,4.71,2.0,4.0,0.2827,67870.0,low
V2572,Vendor_725_Co,Machinery,5,3614,1871,941,728,814,25,2.21,1.0,21.0,0.2972,48007.0,high
V9911,Vendor_299_LLC,Electronics ,16,4647,3165,355,2163,1244,19,Poor,1.0,63.0,0.1626,23847.0,0
V1079,Vendor_103_Co,Automotive,19,3313,1857,490,1215,227,25,4.33,2.0,16.0,0.0756,213962.0,
V3230,Vendor_304_Corp,IT/IS,15,367,185,58,112,13,3,4.43,10.0,41.0,0.2041,3413.0,low
V2920,Vendor_181_Corp,IT Hardware,21,4521,819,392,806,695,10,3.66,8.0,2.0,0.2137,496465.0,Low Risk
V6709,Vendor_215_Corp,Automotive,24,975,650,572,226,375,7,2.42,8.0,45.0,0.2462,66631.0,0
V2913,Vendor_346_Corp,Food & Beverage,24,275,6,1,2,3,4,3.77,8.0,72.0,0.1245,410298.0,NO
V1428,Vendor_827_Co,Electronics,25,4019,2157,428,378,131,22,2.92,4.0,64.0,0.0181,201269.0,1
V5202,Vendor_654_Corp,Chemicals,20,3615,1111,965,474,531,24,4.23,9.0,60.0,0.1368,426696.0,YES
V1010,Vendor_184_LLC,Office Supplies,15,1925,645,274,85,181,29,2.94,10.0,46.0,0.2616,32206.0,0
V8009,Vendor_338_LLC,Machinery,17,4320,2707,469,2681,2669,4,2.59,1.0,41.0,0.1448,349510.0,High
V3119,Vendor_124_Ltd,Office Supplies,30,3160,1806,1278,1301,245,29,4.24,1.0,45.0,0.143,427090.0,YES
V6228,Vendor_304_Ltd,Food & Beverage,21,4799,2626,750,768,619,10,4.33,3.0,53.0,0.2276,34097.0,high
V9859,Vendor_743_Corp,Machinery,18,747,168,157,29,163,11,2.41,6.0,10.0,0.2416,423727.0,high
V2310,Vendor_861_Corp,Textiles,6,3686,2298,927,1100,1792,22,3.61,4.0,35.0,0.1913,182906.0,
V4632,Vendor_999_Co,Chemicals,8,3041,413,97,52,378,30,4.85,7.0,49.0,0.0221,431878.0,1
V5093,Vendor_757_Corp,Office Supplies,5,351,31,3,20,16,6,4.14,7.0,39.0,0.1749,98397.0,1
V1005,Vendor_884_Corp,Office Supplies,19,20,3,1,2,2,11,4.36,8.0,25.0,0.2369,7061.0,1
V2559,,Chemicals,15,2036,1719,1062,48,801,29,2.36,,7.0,0.2542,161175.0,YES
V2417,Vendor_143_Ltd,Electronics,30,3406,1899,1643,96,912,4,4.23,2.0,30.0,0.1893,3270.0,1
V9845,Vendor_517_Co,Packaging,13,3013,244,134,106,44,10,4.88,4.0,39.0,0.1315,27496.0,YES
V6958,Vendor_327_Inc,Food & Beverage,27,327,178,51,79,2,10,3.71,4.0,6.0,0.2062,35604.0,
V6982,Vendor_276_LLC,Electronics,23,1491,719,392,406,169,12,4.71,1.0,45.0,High,422001.0,1
V8028,Vendor_917_Corp,Machinery,18,4835,1220,241,946,888,28,2.71,8.0,68.0,0.1291,215691.0,High
V2699,Vendor_604_Inc,Office Supplies,12,4132,364,217,255,55,3,,7.0,60.0,0.2236,350453.0,high
V5697,Vendor_287_Ltd,Raw Materials,14,1814,1607,580,244,844,25,3.05,8.0,10.0,0.1844,332654.0,0
V9361,Vendor_556_Corp,Food & Beverage,5,1692,1468,1194,1001,186,17,3.25,10.0,8.0,0.1676,353724.0,
V1484,Vendor_305_Inc,Packaging,13,3873,511,496,257,10,17,4.04,9.0,36.0,0.2746,278850.0,
V5847,Vendor_184_Inc,Automotive,15,3870,3594,3324,1439,1113,10,2.81,2.0,44.0,0.1998,91762.0,0
V2364,Vendor_389_Co,Office Supplies,1,1738,1642,1237,1322,908,29,4.36,6.0,59.0,0.0908,451474.0,1
V5366,Vendor_400_Ltd,Food & Beverage,3,3522,2825,897,2234,2008,8,2.92,3.0,44.0,0.2233,337177.0,
V7941,Vendor_255_Corp,Chemicals,23,3945,1253,636,174,863,11,4.18,9.0,40.0,0.2038,272156.0,NO
V7159,Vendor_247_Co,Machinery,8,4143,4086,373,3551,3109,12,3.27,10.0,7.0,0.0961,466366.0,High Risk
V8995,Vendor_227_Corp,Food & Beverage,25,35,34,18,34,25,25,2.48,10.0,68.0,0.1894,435491.0,Low Risk
V9879,Vendor_416_Ltd,Food & Beverage,4,4790,3091,2849,1208,1595,24,3.81,8.0,14.0,0.0912,119859.0,YES
V5672,Vendor_819_Co,Chemicals,14,3039,1573,694,31,1454,23,4.0,6.0,47.0,0.1264,310945.0,
V1886,Vendor_227_Inc,Office Supplies,7,1275,866,634,639,799,27,4.74,1.0,17.0,0.1821,314585.0,YES
V8058,Vendor_932_Co,Packaging,30,1724,1463,484,847,986,4,3.77,10.0,16.0,0.2917,430703.0,Low Risk
V6800,Vendor_400_Inc,Packaging,5,1451,410,360,280,51,15,4.9,9.0,61.0,0.1311,408998.0,0
V6018,Vendor_266_Ltd,Automotive,6,2768,2653,410,766,1466,25,2.07,10.0,59.0,0.1781,365117.0,high
V3585,Vendor_135_Inc,Electronics,24,1858,895,540,385,50,26,2.38,2.0,,0.0809,181585.0,low
V8091,Vendor_574_LLC,Machinery,9,2187,2166,316,963,600,10,4.58,7.0,70.0,0.0623,294052.0,
V2801,Vendor_418_Corp,Electronics,14,2650,1452,1233,582,281,16,4.06,10.0,33.0,0.2899,101394.0,0
V1400,Vendor_725_Co,Machinery,24,855,426,311,89,38,2,3.79,3.0,38.0,0.2576,188046.0,0
V6991,Vendor_354_Co,Food & Beverage,29,4029,1506,603,404,594,6,3.34,10.0,47.0,0.1637,281292.0,1
V3083,Vendor_937_LLC,Chemicals,28,1302,808,112,730,675,30,3.75,5.0,44.0,0.2181,92380.0,High
V6543,Vendor_340_LLC,Electronics,28,1817,474,156,92,83,27,4.59,2.0,63.0,0.1595,48056.0,0
V6172,Vendor_814_Corp,Automotive,24,4887,3550,1177,2761,3374,15,4.04,6.0,33.0,0.1498,260996.0,low
V7771,Vendor_455_LLC,IT Hardware,28,2940,1777,518,310,1277,19,3.96,1.0,41.0,0.0852,43793.0,low
V7277,Vendor_339_Ltd,Office Supplies,3,3431,1610,943,1542,83,19,3.54,7.0,,0.1085,159962.0,Low Risk
V7776,Vendor_819_Ltd,Chemicals,19,2158,2071,327,449,743,15,2.27,7.0,58.0,0.2969,14408.0,high
